Date,Open,High,Low,Close,Volume,Adj Close
2008-02-01,136.24,136.59,115.44,125.02,46645400,120.16
2008-01-02,199.27,200.26,126.14,135.36,62108100,130.10
2007-12-03,181.86,202.96,176.99,198.08,31771400,190.39
2007-11-01,188.60,192.68,150.63,182.22,46553700,175.14
2007-10-01,154.63,190.12,152.93,189.95,37438400,182.57
2007-09-04,139.94,155.00,130.00,153.47,40500600,147.51
2007-08-01,133.64,139.65,111.62,138.48,39188900,133.10
2007-07-02,121.05,148.92,119.30,131.76,43845100,126.64
2007-06-01,121.10,127.61,115.40,122.04,41526100,117.30
2007-05-01,99.59,122.17,98.55,121.19,30295600,116.48
2007-04-02,94.14,102.50,89.60,99.80,25136100,95.92
2007-03-01,84.03,96.83,83.75,92.91,26816800,89.30
2007-02-01,86.23,90.81,82.86,84.61,27522200,81.32
2007-01-03,86.29,97.80,81.90,85.73,50117500,82.40
2006-12-01,91.80,92.33,76.77,84.84,32084300,81.54
2006-11-01,81.10,93.16,77.79,91.66,25009100,88.10
2006-10-02,75.10,82.60,72.60,81.08,24171100,77.93
2006-09-01,68.48,77.78,67.82,76.98,32370300,73.99
2006-08-01,67.22,70.00,62.58,67.85,28668200,65.21
2006-07-03,57.52,68.63,50.16,67.96,32808100,65.32
2006-06-01,59.85,63.10,55.41,57.27,30318700,55.05
2006-05-01,70.77,73.80,58.69,59.77,27418400,57.45
2006-04-03,63.67,72.05,61.05,70.39,39246800,67.66
2006-03-01,68.84,69.99,57.67,62.72,37277000,60.28
2006-02-01,74.95,76.46,62.90,68.49,37646000,65.83
2006-01-03,72.38,86.40,70.87,75.51,40699800,72.58
2005-12-01,68.95,75.46,68.81,71.89,23279600,69.10
2005-11-01,57.24,71.07,56.87,67.82,23898100,65.19
2005-10-03,54.16,57.98,47.87,57.59,33306600,55.35
2005-09-01,47.00,54.56,46.09,53.61,21903700,51.53
2005-08-01,42.57,48.33,42.02,46.89,15223200,45.07
2005-07-01,36.83,44.38,36.29,42.65,19029100,40.99
2005-06-01,39.89,40.76,35.52,36.81,19067500,35.38
2005-05-02,36.21,40.94,33.11,39.76,22555200,38.22
2005-04-01,42.09,44.45,34.00,36.06,34093700,34.66
2005-03-01,44.99,45.11,38.83,41.67,24857200,40.05
2005-02-01,77.05,90.88,43.96,44.86,41542400,43.12
2005-01-03,64.78,77.89,62.60,76.90,48909500,36.96
2004-12-01,67.79,67.95,61.60,64.40,26342800,30.95
2004-11-01,52.50,69.57,52.04,67.05,31408300,32.22
2004-10-01,39.12,53.20,37.65,52.40,28749200,25.18
2004-09-01,34.30,39.27,34.19,38.75,13772900,18.62
2004-08-02,31.18,35.18,29.70,34.49,13616700,16.58
2004-07-01,32.10,33.63,28.74,32.34,16904000,15.54
2004-06-01,27.79,34.19,27.61,32.54,14626300,15.64
2004-05-03,26.00,28.78,25.50,28.06,9732100,13.48
2004-04-01,26.89,29.58,25.49,25.78,15980700,12.39
2004-03-01,24.10,28.14,23.60,27.04,18659700,12.99
2004-02-02,22.46,24.10,21.70,23.92,10133200,11.50
2004-01-02,21.55,24.84,21.18,22.56,14487600,10.84
2003-12-01,21.04,21.90,19.25,21.37,9136800,10.27
2003-11-03,22.83,23.30,19.85,20.91,9492800,10.05
2003-10-01,20.71,25.01,20.19,22.89,11270700,11.00
2003-09-02,22.66,23.32,20.15,20.72,9579700,9.96
2003-08-01,21.00,22.85,19.42,22.61,7773300,10.87
2003-07-01,18.87,21.57,18.51,21.08,8960600,10.13
2003-06-02,18.10,19.69,16.63,19.06,10774600,9.16
2003-05-01,14.25,19.01,14.00,17.95,19037900,8.63
2003-04-01,14.20,14.95,12.72,14.22,14002500,6.83
2003-03-03,15.01,15.16,14.04,14.14,7287500,6.80
2003-02-03,14.41,15.30,13.80,15.01,8100300,7.21
2003-01-02,14.36,15.38,13.56,14.36,10862300,6.90
2002-12-02,15.90,16.10,13.78,14.33,8046200,6.89
2002-11-01,15.94,17.38,15.01,15.50,8348400,7.45
2002-10-01,14.59,16.44,13.36,16.07,10725500,7.72
2002-09-03,14.49,15.19,14.05,14.50,9874100,6.97
2002-08-01,15.11,16.25,13.97,14.75,8677200,7.09
2002-07-01,17.71,18.79,13.80,15.26,13683600,7.33
2002-06-03,23.39,23.45,15.98,17.72,16031900,8.52
2002-05-01,24.29,25.98,22.14,23.30,10294800,11.20
2002-04-01,23.38,26.17,23.00,24.27,10882700,11.66
2002-03-01,21.93,25.30,21.82,23.67,9691100,11.38
2002-02-01,24.34,25.98,20.94,21.70,15590900,10.43
2002-01-02,22.05,24.73,20.25,24.72,15278600,11.88
2001-12-03,21.06,24.03,20.09,21.90,8513600,10.52
2001-11-01,17.65,21.55,17.25,21.30,9649000,10.24
2001-10-01,15.49,19.42,14.83,17.56,12139700,8.44
2001-09-04,18.50,19.08,14.68,15.51,14039600,7.45
2001-08-01,19.01,19.90,17.28,18.55,8301600,8.91
2001-07-02,23.64,25.22,17.85,18.79,15119200,9.03
2001-06-01,20.13,25.10,19.35,23.25,13866700,11.17
2001-05-01,25.41,26.70,19.30,19.95,12843000,9.59
2001-04-02,22.09,27.12,18.75,25.49,20810300,12.25
2001-03-01,17.81,23.75,17.19,22.07,18184800,10.61
2001-02-01,20.69,21.94,18.00,18.25,14163200,8.77
2001-01-02,14.88,22.50,14.44,21.62,24563400,10.39
2000-12-01,17.00,17.50,13.63,14.88,16952000,7.15
2000-11-01,19.44,23.00,16.12,16.50,15818500,7.93
2000-10-02,26.69,26.75,17.50,19.56,37005800,9.40
2000-09-01,61.31,64.12,25.37,25.75,39182200,12.37
2000-08-01,50.31,61.50,44.25,60.94,9409900,29.29
2000-07-03,52.13,60.63,46.88,50.81,10545800,24.42
2000-06-01,81.75,103.94,50.31,52.38,13693300,25.17
2000-05-01,124.87,126.25,81.75,84.00,16634600,20.18
2000-04-03,135.50,139.50,104.87,124.06,16763800,29.81
2000-03-01,118.56,150.38,114.00,135.81,14143500,32.63
2000-02-01,104.00,119.94,97.00,114.62,13741000,27.54
2000-01-03,104.87,121.50,86.50,103.75,23688100,24.93
1999-12-01,101.00,118.00,91.06,102.81,15564800,24.70
1999-11-01,80.00,103.75,77.31,97.87,16113600,23.52
1999-10-01,62.13,81.06,59.50,80.12,25506900,19.25
1999-09-01,67.00,80.12,57.44,63.31,33813700,15.21
1999-08-02,55.63,65.87,52.13,65.25,16050500,15.68
1999-07-01,46.31,56.63,45.19,55.69,20163400,13.38
1999-06-01,45.00,49.00,42.06,46.31,11800800,11.13
1999-05-03,46.06,50.00,40.94,44.06,16281400,10.59
1999-04-01,36.06,47.13,33.50,46.00,29539000,11.05
1999-03-01,34.81,37.13,32.00,35.94,16120800,8.64
1999-02-01,41.69,41.94,34.50,34.81,16522200,8.36
1999-01-04,42.13,47.31,37.06,41.19,28902200,9.90
1998-12-01,32.00,41.50,31.62,40.94,21434000,9.84
1998-11-02,37.50,39.38,31.75,31.94,19091800,7.67
1998-10-01,36.75,41.31,28.50,37.13,21520700,8.92
1998-09-01,31.37,40.19,30.62,38.13,14038000,9.16
1998-08-03,34.25,43.75,31.00,31.19,23973300,7.49
1998-07-01,28.87,38.13,28.50,34.63,18048600,8.32
1998-06-01,26.50,29.00,25.62,28.69,6568000,6.89
1998-05-01,27.50,31.62,25.62,26.62,12549200,6.40
1998-04-01,27.44,29.62,24.69,27.37,14062100,6.58
1998-03-02,23.56,28.00,21.62,27.50,17693200,6.61
1998-02-02,18.50,23.87,17.37,23.62,14815900,5.68
1998-01-02,13.63,20.00,13.50,18.31,18533500,4.40
1997-12-01,17.69,17.94,12.75,13.13,8946000,3.15
1997-11-03,17.56,21.50,16.87,17.75,10519400,4.27
1997-10-01,21.69,24.75,15.88,17.03,10412500,4.09
1997-09-02,22.00,23.25,21.00,21.69,6382800,5.21
1997-08-01,17.62,29.56,17.56,21.75,30259900,5.23
1997-07-01,13.94,18.12,12.75,17.50,11451100,4.21
1997-06-02,17.00,17.12,14.00,14.25,4675900,3.42
1997-05-01,16.87,18.00,16.37,16.62,4210700,3.99
1997-04-01,17.62,19.87,16.75,17.00,6613600,4.08
1997-03-03,16.50,19.37,15.88,18.25,9784800,4.39
1997-02-03,16.87,17.87,15.13,16.25,8840000,3.90
1997-01-02,21.12,22.25,16.50,16.62,15063700,3.99
1996-12-02,24.12,25.50,20.75,20.87,7718700,5.01
1996-11-01,23.37,26.37,23.12,24.12,4698100,5.80
1996-10-01,22.00,27.75,22.00,23.00,9344000,5.53
1996-09-03,24.12,24.62,20.25,22.19,5902900,5.33
1996-08-01,22.00,25.00,20.75,24.25,5353300,5.83
1996-07-01,21.12,22.75,16.00,22.00,7962400,5.29
1996-06-03,25.87,26.00,19.62,21.00,8563500,5.05
1996-05-01,24.37,28.87,23.50,26.12,6124600,6.28
1996-04-01,25.12,26.50,23.75,24.37,5121100,5.86
1996-03-01,27.62,27.62,23.00,24.56,5984400,5.90
1996-02-01,27.50,30.25,27.25,27.50,8521700,6.61
1996-01-02,32.25,35.50,26.86,27.62,17264400,6.64
1995-12-01,38.00,40.13,31.62,31.87,12268900,7.66
1995-11-01,36.63,42.50,35.50,38.13,8579900,9.16
1995-10-02,37.75,39.56,33.63,36.31,11031800,8.70
1995-09-01,43.00,45.50,34.75,37.25,13571500,8.92
1995-08-01,44.88,46.25,41.88,43.00,8365300,10.30
1995-07-03,46.50,49.88,43.00,45.00,10471500,10.75
1995-06-01,41.88,50.13,41.50,46.44,9245200,11.09
1995-05-01,38.25,44.38,37.50,41.56,10633900,9.93
1995-04-03,35.50,39.63,33.63,38.25,11043400,9.11
1995-03-01,39.75,40.75,33.88,35.25,11164400,8.40
1995-02-01,40.75,44.50,38.00,39.50,10391700,9.41
1995-01-03,38.88,48.06,37.88,40.38,14259600,9.59
1994-12-01,37.00,39.88,34.75,39.00,6577000,9.27
1994-11-01,42.88,43.48,36.38,37.25,7430200,8.85
1994-10-03,33.63,43.75,32.50,43.19,13733900,10.23
1994-09-01,35.38,37.25,33.38,33.69,5629500,7.98
1994-08-01,33.63,37.38,32.13,36.19,7659800,8.57
1994-07-01,26.37,34.00,25.37,33.69,9659600,7.95
1994-06-01,28.50,28.62,24.62,26.50,7761500,6.26
1994-05-02,30.00,33.75,28.50,29.25,6166900,6.90
1994-04-04,32.25,34.25,27.00,30.00,7786400,7.05
1994-03-01,36.75,38.50,31.50,33.25,8501200,7.82
1994-02-01,33.00,38.25,32.25,36.50,8300400,8.58
1994-01-03,29.50,35.25,28.75,32.75,12886900,7.67
1993-12-01,32.00,32.50,26.50,29.25,6698000,6.85
1993-11-01,30.75,35.00,29.75,31.50,6073000,7.38
1993-10-01,22.75,32.25,22.00,30.75,10288400,7.18
1993-09-01,26.50,27.00,23.00,23.37,6714700,5.46
1993-08-02,28.25,30.75,25.87,26.50,6197700,6.19
1993-07-01,39.00,39.75,25.50,27.75,12524300,6.45
1993-06-01,56.50,58.25,38.50,39.50,12795700,9.18
1993-05-03,51.25,59.13,51.00,56.63,6054800,13.16
1993-04-01,51.25,52.50,46.75,51.25,6894100,11.89
1993-03-01,53.00,57.75,50.25,51.50,6043000,11.94
1993-02-01,59.25,61.50,51.50,53.00,9309300,12.29
1993-01-04,59.50,65.25,57.25,59.50,10383300,13.77
1992-12-01,57.25,61.25,54.50,59.75,5574200,13.83
1992-11-02,52.50,59.50,51.50,57.50,5880800,13.31
1992-10-01,44.75,54.00,41.50,52.50,5955800,12.12
1992-09-01,46.25,50.00,43.75,45.13,5378200,10.42
1992-08-03,46.75,47.25,41.50,46.00,4888000,10.62
1992-07-01,48.00,49.50,43.50,46.75,6057500,10.77
1992-06-01,57.25,59.50,42.75,48.00,8199700,11.05
1992-05-01,60.00,63.25,58.25,59.75,5157800,13.73
1992-04-01,57.25,61.25,53.00,60.13,7140900,13.82
1992-03-02,67.75,68.50,57.75,58.25,5205900,13.39
1992-02-03,64.75,70.00,61.75,67.50,4945700,15.51
1992-01-02,55.75,69.00,55.50,64.75,7878200,14.85
1991-12-02,50.75,58.00,48.50,56.38,4676300,12.93
1991-11-01,51.25,55.25,47.50,50.75,6671600,11.64
1991-10-01,49.25,56.25,46.50,51.50,5953300,11.79
1991-09-03,52.75,53.50,46.50,49.50,4399800,11.33
1991-08-01,46.00,55.50,45.75,53.00,6894000,12.13
1991-07-01,42.25,48.25,41.75,46.25,6319000,10.56
1991-06-03,47.00,49.50,40.25,41.50,7723100,9.48
1991-05-01,48.00,53.75,44.00,47.00,13309000,10.73
1991-04-01,68.00,73.25,54.50,55.00,12924600,12.53
1991-03-01,57.00,70.25,57.00,68.00,9459300,15.49
1991-02-01,55.50,62.25,54.75,57.25,10863200,13.04
1991-01-02,42.75,56.00,42.00,55.50,11829200,12.61
1990-12-03,37.25,45.25,37.00,43.00,7400000,9.77
1990-11-01,30.50,38.50,29.75,36.75,5755000,8.35
1990-10-01,29.50,32.00,24.25,30.75,8095900,6.97
1990-09-04,36.50,37.50,27.25,29.00,4489500,6.57
1990-08-01,42.00,43.75,33.50,37.00,5023800,8.38
1990-07-02,44.50,47.75,40.00,42.00,7257800,9.49
1990-06-01,41.38,44.88,37.50,44.75,7283800,10.11
1990-05-01,39.75,42.75,38.75,41.25,6858400,9.32
1990-04-02,40.00,44.25,38.13,39.38,6761500,8.87
1990-03-01,33.50,43.38,33.25,40.25,7772400,9.07
1990-02-01,34.50,35.25,32.25,34.00,4885500,7.66
1990-01-02,35.25,38.75,32.13,34.00,6329000,7.63
1989-12-01,44.50,45.75,32.50,35.25,10891200,7.91
1989-11-01,46.25,47.25,42.50,44.25,4414900,9.93
1989-10-02,44.50,50.38,42.50,46.50,6856200,10.41
1989-09-01,44.50,46.75,43.00,44.50,3744200,9.97
1989-08-01,39.75,45.75,39.25,44.50,5303000,9.97
1989-07-03,41.75,42.00,37.75,39.75,6800400,8.88
1989-06-01,47.75,50.25,39.50,41.25,6675900,9.22
1989-05-01,38.50,49.00,38.50,47.75,8727900,10.67
1989-04-03,35.50,41.63,33.88,39.00,7282000,8.69
1989-03-01,36.25,36.50,33.50,35.63,6576500,7.94
1989-02-01,37.75,40.25,35.25,36.25,9524900,8.08
1989-01-03,40.25,44.00,36.25,37.75,13284200,8.39
1988-12-01,37.75,42.00,37.50,40.25,5161400,8.95
1988-11-01,38.50,39.75,35.50,37.63,5294500,8.37
1988-10-03,43.00,43.25,37.50,38.63,6485200,8.57
1988-09-01,39.75,44.25,37.75,43.25,5373700,9.59
1988-08-01,44.50,45.75,39.25,39.88,4499100,8.84
1988-07-01,46.50,47.50,42.25,44.38,4198300,9.82
1988-06-01,41.50,46.75,41.25,46.25,5929900,10.24
1988-05-02,40.75,43.13,37.38,41.50,4704000,9.18
1988-04-04,39.75,42.38,38.50,41.00,6052000,9.06
1988-03-01,43.25,47.75,38.75,40.00,7919200,8.84
1988-02-01,41.75,43.75,37.75,43.00,6215700,9.50
1988-01-04,42.75,46.25,38.25,41.50,11584000,9.15
1987-12-01,33.50,43.75,29.75,42.00,7824900,9.26
1987-11-02,38.75,40.00,30.50,33.00,8306900,7.27
1987-10-01,56.75,59.75,27.62,38.63,11358600,8.50
1987-09-01,54.75,58.75,48.50,56.50,5441200,12.43
1987-08-03,41.00,54.25,40.00,54.00,5563400,11.88
1987-07-01,40.75,44.75,36.50,41.25,5108400,9.06
1987-06-01,79.50,80.25,38.00,40.50,5922400,8.90
1987-05-01,79.50,82.25,72.50,79.00,7034500,8.68
1987-04-01,63.00,80.00,62.38,79.25,12020900,8.69
1987-03-02,70.25,70.50,62.25,64.50,10124800,7.07
1987-02-02,55.50,71.37,51.63,70.00,13202400,7.68
1987-01-02,40.38,57.25,40.13,55.50,14763000,6.09
1986-12-01,40.00,43.88,39.13,40.50,7957500,4.44
1986-11-03,34.75,41.25,33.88,40.00,10213900,4.39
1986-10-01,33.38,35.25,32.25,34.63,4846000,3.80
1986-09-02,37.13,37.13,31.62,33.50,6414500,3.67
1986-08-01,31.12,38.00,30.62,37.00,6445600,4.06
1986-07-01,35.88,37.75,30.00,31.25,9703700,3.43
1986-06-02,37.00,39.13,32.50,35.88,7053400,3.94
1986-05-01,30.25,37.50,29.75,37.00,8668700,4.06
1986-04-01,28.25,32.75,26.25,30.25,7490400,3.32
1986-03-03,25.00,29.62,24.25,28.25,7974000,3.10
1986-02-03,23.12,26.75,22.87,25.00,6689100,2.74
1986-01-02,22.00,24.75,21.75,23.12,10479900,2.54
1985-12-02,20.12,22.87,19.25,22.00,6252300,2.41
1985-11-01,18.62,20.75,18.62,20.12,5348400,2.21
1985-10-01,15.75,19.25,15.00,18.62,6141800,2.04
1985-09-03,15.00,17.25,14.75,15.75,3309000,1.73
1985-08-01,15.88,16.12,14.50,15.00,3042800,1.65
1985-07-01,18.12,18.25,15.88,15.88,4376800,1.74
1985-06-03,17.00,18.50,14.75,18.00,10640000,1.97
1985-05-01,21.25,22.25,16.87,17.37,8153200,1.91
1985-04-01,22.12,23.00,19.62,21.25,5061600,2.33
1985-03-01,24.75,26.00,20.75,22.12,8026700,2.43
1985-02-01,29.00,30.75,24.75,24.75,9522100,2.71
1985-01-02,29.12,31.12,27.87,29.00,10802900,3.18
1984-12-03,24.75,29.25,24.37,29.12,6568000,3.19
1984-11-01,25.00,26.50,21.87,24.75,5935500,2.71
1984-10-01,25.00,27.37,22.50,24.87,5654600,2.73
1984-09-07,26.50,29.00,24.62,25.12,5328800,2.76
